post_title,group_name,discovered,description,website,published
Bechstein,avoslocker,2022-12-26 16:12:31.769504,Top quality since 1853: the C. Bechstein name is synonymous with exquisite grand and upright pianos made in Germany.,,
CR2,avoslocker,2022-12-26 16:12:32.276286,"CR2 is an Irish-owned banking software company which provides mobile, internet and ATM financial service technology to more than 100 retail banks across Africa, the Middle East and Asia. Headquartered in Dublin, Ireland, the company has offices in Dubai, London, Cairo, Amman, Bengaluru, Lagos, Johannesburg, Singapore and Perth. Its customers include ANZ, Barclays, Standard Chartered, Botswana Savings Bank, Jordanian Bank al Etihad,pan-African bank Orabank, and Nigeria’s Access Bank plc and Diamond Bank.           500 GB+ Data includes:     - Sources to all products ever developed including BankWorld, BankWorld POS & ATM.     - Financials     - HR documents     - Accounting files     - Sensitive information on more than 100 banks worldwide          Sample includes the compressed 500 MB large file list and a couple random files for proof, shareholders e-mail list, all active directory users with their names, titles, phone numbers, and e-mails. (28.8 MB compressed)",,
Livingston,avoslocker,2022-12-26 16:12:32.775402,Livingston is a quality source for rental of all Test Equipment and Equipment Management Services with local offices in all major countries.,,
CPA Mutual Insurance Company,avoslocker,2022-12-26 16:12:33.293165,"Cyber Insurance policy leaked in sample.           At CPA Mutual, our mission is to provide a quality and lasting solution to the professional liability needs of accountants. We bring added value to our member firms by continually striving to exceed their expectations and helping them manage and prevent risks.",,
BLUME GLOBAL INC,avoslocker,2022-12-26 16:12:33.799138,"BLUME GLOBAL INC     BLUME GLOBAL INDIA PRIVATE LTD     BLUME GLOBAL HONG KONG LIMITED     Data Stolen: Proprietary & Confidential, Strictly Confidential NDA agreemtents signed by DocuSign with: J.P. Morgan Securities LLC, Mitsui & Co (mitsui.com) Signatory Mariko Tsuchida(Deputy General Manager), Yara International ASA Signatory Loredana Nistor(IT Sourcing Manager), Dell Inc. Signatory Lisa Woo(Legal Counsel, Legal Strategy and Operations), Hewlett Packard Enterprise Company Signatory Kim Masone(VP Global Logistics Operations), Desarrollo Logístico, S.A., FAIRMOUNT PARTNERS, CITIGROUP GLOBAL MARKETS INC. Signatory Eric Burns(Managing Director), MARLIN MANAGEMENT COMPANY LLC Signatory Ryan Laurin(Managing Director), GI PARTNERS ACQUISITIONS LLC, LiveSource Inc., Röhlig blue-net GmbH, REZ1 Cisco NDA etc + email-bases, private conversations .msg, financial statement etc. We uploaded small size of Stolen data in Blumeglobal_Part1.zip archive.",,
CHRISTUS Health,avoslocker,2022-12-26 16:12:34.303970,"Founded in 1999, CHRISTUS Health an international Catholic, faith-based, not-for-profit health system, is headquartered in the Dallas area.",,
TPI Corporation,avoslocker,2022-12-26 16:12:34.811956,"Data Stolen: ~1TB of confidential data were NDA-agreemtents, email-bases, private conversations .msg, financial statements, IRS, confidential business information, engineering projects, legal statements, accounting statements etc. We uploaded small size of Stolen data in TPI-Part1.zip archive for public review:     2022-03-31 TPI Financial STMTS.pdf     2021-08-30 IRS CP216F Notice.pdf     2021-03-31 Mutual NDA - Hearn TPIFostoria Corporation v1.0 (Executed).pdf     2021-03-31 Headliner NVH Project.msg     2020-07-10 Mission National Ins. Co, 2020 Distribution.pdf     2020-03-16 Oliver's of Oregon Bankruptcy.pdf     2019-02-22 ProcessHeat - Project Thermo Countersigned CA - TPI.pdf     2019-02-15 TPICorpFostoriaProcessEquipment&CustomPaperTubesouthwest-Mutual Non-disclosure Agreement.msg     2013-04-15 Federal Mogul Mutual Confidentiality Agreement.pdf     2012-12-21 Emitted Energy Corp Mutual Non-Disclosure Agreement.pdf     Peter Wang Contact Info.pdf",,
Public Employees Credit Union,avoslocker,2022-12-26 16:12:35.317508,"We have confidential files belonging to all 29000 members including Name, Address, SSN, Telephone, Email, Credit Cards, Loan Applications, IRS Documents. Include small sample.",,
LPA Design,avoslocker,2022-12-26 16:12:35.824429,"LPA Design is an electronics R&D consulting company with engineering expertise in printed circuit board design, RF communications and antenna optimization, and remote sensors. LPA Desing developed the PocketWizard™ line of photography products.",,
Chimbusco,avoslocker,2022-12-26 16:12:36.335905,"Established in 1972, CHIMBUSCO has since reformed with two major shareholders namely, PetroChina and COSCO Group engaging in marine fuel supply of bunker oil, marine lubricants and fresh water as well as trading, blending, transportation and storage of oil products. CHIMBUSCO operates over 50 major ports and 30 branch offices in China, with an operational fleet of over 100 barges.",,
CMHA National,avoslocker,2022-12-26 16:12:36.843897,"The Canadian Mental Health Association provides mental health services and support. The Association offers advocacy, education, research, and services to person...",,
Yildiz Entegre USA,avoslocker,2022-12-26 16:12:37.350015,"https://www.zoominfo.com/c/yldz-entegre/355492210     https://www.dnb.com/business-directory/company-profiles.yildizlar_yatirim_holding_anonim_sirketi.5db0188dbc06caa3c959161dce6ad867.html     NEWS about ~$200,000,000 investments by Company: Yıldızlar Yatırım Holding. Source: https://www.enkocaeli.com/haber/9845649/yildizlar-yatirim-holdinge-saldiri-iddiasi     We should provide Bank Investigations and refer to The Central Bank of the Republic of Turkey, Federal Reserve etc     List of Holding's affiliated group companies:     1- İstanbul Gübre Sanayi Anonim Şirketi     2- Yıldız Entegre Ağaç San ve Tic AŞ,     3- İGSAŞ Tarımsal Ürünler AŞ,     4- İGSAŞ Sigorta ve Aracılık Hizmetleri AŞ,     5- Yıldız Demir Çelik Sanayi AŞ,     6- YLDZ Laboratuvar Hiz Tic AŞ,     7- Yıldızlar Deniz İşletmeciliği AŞ,     8- YYH Yıldız Enerji Tedarik ve Toptan Satış AŞ,     9- Yıldız Entegre USA INC.,     10- Yıldız Entegre Romania SA,     11- Yıldız Chem SRL,     12- Yıldız Logistica SRL,     13- Yıldız Entegre Russia OOO,     14- Yıldız Entegre Adriya DOO     This leak contains most of Strictly_Confidential files with file extensions: .doc / .xls / .xlsx / .pdf / .msg / etc",,
Avamere Family of Companies,avoslocker,2022-12-26 16:12:37.855441,"Founded in 1995 and headquartered in Wilsonville, Oregon, Avamere Family of Companies is a group of healthcare organizations and systems.",,
McKenzie Health System,avoslocker,2022-12-26 16:12:38.370888,"McKenzie Health System (MHS) is a not-for-profit medical and surgical hospital in Sandusky, Mich., with nine clinics in the surrounding region.",,
Keyano College,avoslocker,2022-12-26 16:12:38.868631,"Founded in 1965 and based in Fort McMurray, Canada, Keyano College is a community college meeting both the training and skills acquisition needs of industry.          Headquarters:     8115 Franklin Ave, Fort McMurray, Alberta, T9H 2H7, Canada          Phone Number:     (780) 791-4800",,
LW Group,avoslocker,2022-12-26 16:12:39.371795,"LW Group now represents eight (8) luxury automobile brands operating at nine (9) locations within the Boston, MA and New Hampshire markets.",,
Fantasy Springs Resort Casino,royal,2022-12-27 00:59:41.332222,"Walk through the doors of Fantasy Springs Resort Casino and you’re immediately transported to a world of elegance, exciting ambience and good luck. This award-winning casino in the Palm Springs area is home to 1,800 of the hottest slots and video poker, 40 table games, the action-packed casino-floor Springs bar, friendly hosts and dealers, and the Fantasy Rewards Club – offering guests the best perks and rewards of any desert casino. Fantasy Springs offers world-class gaming at a desert oasis setting, close to anywhere in southern California. Here you’ll find the newest and hottest games, low table minimums and best odds in the Valley.These are just a few of the things that make Fantasy Springs Resort Casino a premier gaming destination in Southern California. Must be 21 or over to gamble in the casino.",https://www.fantasyspringsresort.com,
Robinson Pharma,royal,2022-12-27 00:59:42.055193,"Robinson Pharma, Inc. is a full-service contract manufacturer of softgels, tablets, capsules, powders, and liquids for the dietary supplements and personal health care industries. Currently, we have the largest softgel capacity in the United States. We are a leading vitamin manufacturer with multiple third-party certifications for GMP Compliance. We search the globe for the best raw materials and guarantee that all your products will be manufactured in the USA. Robinson Pharma, Inc. also guarantees one of the shortest order lead times in the industry, as well as packaging services.",https://www.robinsonpharma.com,
"FURETANK,SIRIUS SHIPPING,VAS,DONSONET",play,2022-12-27 02:31:02.872359,"Sweden,EU",,
SSI Schäfer Shop,alphv,2022-12-27 11:31:19.056941,"Since 1937, SSI SCHAEFER has been leading the way in storage and shelving solutions. Today, SSI SCHAEFER offers a complete line of automated material handling applications—including ASRS systems and warehouse management software. With automated storage and retrieval systems",https://www.ssi-schaefer.com/en-us,
Meyer & Meyer Holding SE & Co. KG,alphv,2022-12-27 11:37:41.502275,"Founded in Germany, but at home across the globe: Meyer & Meyer is a partner with international expertise and a broad network extending to the most critical hubs of the fashion industry in the world. With our own locations in Bulgaria, Morocco, Macedonia, Poland, Romania and Tunisia, we operate close to production in Europe and North Africa.",https://www.meyermeyer.com,
CR&R,alphv,2022-12-27 11:43:40.752331,"CR&R Incorporated will not share any personal financial information you provide (such as credit card information) with other companies. From time to time, this website may provide links to other websites. You should carefully review the privacy policies on those sites, they may differ from the CR&R Incorporated Privacy Policy.",https://crrwasteservices.com,
FARMS.COM,alphv,2022-12-27 11:45:13.219057,"Farming has always been about managing information and effectively using technology for success. At Farms.com, we’re excited by the power and potential of new technology; we recognize that it is a significant enabler in the evolution of farming and agribusiness. Our goal is to strive to use technology to enable our customers to manage information to their advantage. We are continuously researching, developing and introducing technology innovations to enhance farming management efficiency and effectiveness.",https://www.farms.com/,
Empresas Públicas de Medellín,alphv,2022-12-27 11:52:41.520666,"The bylaws in force for EPM E.S.P. are contained in Decision 12 of 1998, as amended by Decision 32 of 2006. It operates in the water (and sewerage), electricity and gas sectors. It is legally empowered to also act in the telecommunications and garbage collection sectors.",https://www.epm.com.co,
pu.edu.lb,cuba,2022-12-27 12:31:58.882302,"Phoenicia University (PU) is a non-profit, private, and nonsectarian officially licensed institution of higher education. The University comprises six colleges: Architecture and Design, Arts and Sciences, Business, Engineering, Law...",,
Grupo Ibiapina Ltda,royal,2022-12-27 13:26:46.861575,Grupo Ibiapina Ltda is a company that operates in the Business Supplies and Equipment industry. It employs 251-500 people and has $50M-$100M of revenue.,https://www.grupoibiapina.com.br,
HELMA Eigenheimbau AG,royal,2022-12-27 13:27:40.076060,"HELMA Eigenheimbau AGHeadquarters: 4 Zum Meersefeld, Lehrte, Lower Saxony, 31275, GermanyPhone Number: +49 49513288500Website: www.helma.deRevenue: $352MStock Symbol: H5EHELMA Eigenheimbau AG is a Germany-based company that specializes in design and construction of new private residential buildings and houses. The Company diversifies its activities into three business segments: building services business; property development business, and Other. The main area of operations of the building services business encompasses the planning and construction management of detached and semi-detached houses on the basis of customer orders. In the property development business, constructions are realized and marketed on the Company's own land. The Other business segment comprises the broking business for building-related financing and insurance. As of December 31, 2011, the Company had three wholly-owned subsidiaries: Hausbau Finanz GmbH, HELMA LUX SA, and HELMA Ferienimmobilien GmbH. It also held a 93.95-stake in HELMA Wohnungsbau GmbH.",https://www.helma.de/,
Inforlandia,royal,2022-12-27 13:27:40.441807,"Inforlandia is a leading European Original Equipment Manufacturer of computer hardware, mobile devices and consumer electronics.Celebrating 30 years, Inforlandia presents itself with a deep knowledge and experience in the technological sector, at local and international level, with successes that speak for themselves. Today it is the largest manufacturer of computer equipment in Portugal, with an offer adjusted and developed to the needs of customers and with a strong weight in exports. The ambition that dictated its path continues to outline its growth and consolidation strategies. With the aim of making technology increasingly accessible, both for Education and for the business and public sectors, it has been developing production methods and strategies that ensure unmatched flexibility and high levels of quality, with the utmost efficiency. The commitment to quality has been rewarded with certifications at the highest level, and Inforlandia’s objective is to continue to be one of the national companies with the highest number of product, process and business-level certifications.",https://www.inforlandia.com,
INTRADO,royal,2022-12-27 18:56:01.135351,internal documents \ passports \ employee driver's licenses,http://www.intrado.com,
www.buildersmutual.com,royal,2022-12-28 01:44:19.891958,"pBCz04K51g,0+t2:U\mg57Kc|wq222 - pass",http://www.buildersmutual.com,
Einatec,snatch,2022-12-28 01:45:30.187158,"Nuestros equipos han desarrollado desde aplicaciones multiplataforma hasta grandes infraestructuras IT. Y nuestras mentes creativas se encargan del branding, diseño y el marketing de nuestros clientes.",,
"Trubee, Collins & Co",snatch,2022-12-28 01:45:59.662544,"Trubee, Collins & Co., Inc. is one of the oldest, independently-owned Financial Services in Western New York. Established in 1940, Trubee, Collins & Co., Inc. has earned the respect of our clients by demonstrating competence, integrity and a solid long term investment philosophy. The company",,
TCL Chinese Theatres,snatch,2022-12-28 01:46:01.583703,"The TCL Chinese Theatre is the most iconic movie palace in the world. With over 50 events a year, including movie premieres, imprint ceremonies, and film festivals, the theatre continues to make Hollywood history every day.",,
Square Yards,snatch,2022-12-28 01:46:03.826093,"Square Yards is India’s largest integrated platform for Real Estate & Mortgages and one of the fastest growing Proptech platform in UAE, Rest of Middle East, Australia & Canada. Square Yards platform offers an integrated consumer experience & covers the full real-estate journey from search",,
ET GLOBAL,snatch,2022-12-28 01:46:05.929418,"We showcase your brands worldwide – with precision and great attention to detail. Therefore, you will find us in major cities around the world.",,
Centro Turistico Giovanile,snatch,2022-12-28 01:46:07.653290,"Il CTG è un' associazione nazionale senza scopo di lucro che promuove e realizza un progetto educativo e di formazione integrale della persona, attraverso momenti di crescita, di impegno e di aggregazione sociale, ispirandosi alla concezione cristiana dell'uomo e della vita, nel servizio alle persone",,
"JAKKS Pacific, Inc.",alphv,2022-12-28 12:17:41.185189,"Corporate Overview JAKKS Pacific, Inc. is a multi-brand company that, since 1995, has been designing, developing, producing and marketing toys, leisure products and writing instruments for children and adults around the world.",https://jakks.com,
ELOTECH - HACKED AND MORE THEN 100 GB DATA LEAKED!,alphv,2022-12-28 12:19:19.290556,"Company: elotech Headquarters: 14 Rua Giampero Monacci, Maringa, Parana, Brazil Phone Number: +55 4440093550  Elotech is the largest and best public administration system company in Paraná and one of the best in Brazil!",https://www.elotech.com.br,
"Hundred thousands of personal data, leak preview",ragnarlocker,2022-12-28 17:20:51.563617,AOAL - Azienda Ospedaliera di Alessandria,,
Emoney,royal,2022-12-28 21:11:57.771981,Australian First Mortgage Pty Ltd is a company that operates in the Financial Services industry. It employs 21-50 people and has $5M-$10M of revenue.,http://www.emoneyfinance.com.au,
SUMITOMO BAKELITE USA,alphv,2022-12-28 23:20:23.457522,"Sumitomo Bakelite Company Limited, together with its subsidiaries, engages in the research and development, manufacture and sale of semiconductor materials",https://sumibe.co.jp,
portodelisboa.pt,lockbit3,2022-12-29 05:19:38.299938,"Apl Administrao Do Porto De Lisboa SA is a company that operates in the Transportation/Trucking/Railroad industry.After successful work with the Portuguese Port Authority. In our hands are. All financial reports, audits, budgets. Contracts, infor...",,
*********** E*****,bianlian,2022-12-29 12:54:04.248207,Company that operates in the Oil & Energy industry.,,
MITCON Consultancy & Engineering Services,bianlian,2022-12-29 12:54:29.589802,"Established in 1982 in Pune, Mitcon is a renowned Indian Technical Consulting Organization (TCO) offering One Stop Solution for all your technical, marketing & financial business requirements.",,
St. Rose Hospital,bianlian,2022-12-29 12:54:30.331222,"St. Rose Hospital is an hospital located in Hayward, California. It is a designated cardiac arrest receiving center in the Alameda County emergency medical services system, and provides basic emergency medical services.",,
CPTM,blackbyte,2022-12-29 20:33:09.482841,"The São Paulo Metropolitan Train Company is a commuter rail system owned by the Secretariat of Urban Transportation of the State of São Paulo. It was created in 1992 with the merger of several railways in Greater São Paulo, Brazil.",http://www.cptm.sp.gov.br/,
Waterloo Wellington Flight Centre,royal,2022-12-30 00:36:34.977417,"Founded in 1932, at Lexington field in North Waterloo, Waterloo Wellington Flight Centre (WWFC) is deeply rooted in the Waterloo region.",https://www.wwfc.ca,
Iowa Public Television,royal,2022-12-30 00:37:22.970032,"Iowa PBS is Iowa’s statewide public broadcasting network. Iowa PBS provides quality, innovative media and services that educate, inform, enrich and inspire Iowans.Our noncommercial, public-service mission enables us to bring you locally produced programs of lasting value regardless of where you live or what you can afford. Our educational media and resources help prepare Iowa’s children for success in school and opens up the world to them in age-appropriate ways. Nearly half the households in our viewing area tune to Iowa PBS each month for programming that reflects a range of interests for Iowans in all demographic categories.",http://www.iowapbs.org,
Camst Group,hive,2022-12-30 09:50:31.838638,"Camst Group is a company that specializes in restaurant services. It offers catering & banqueting, restaurant & bars, catering at the fair, and collective cater.",https://www.camstgroup.com ,
presco.com,lockbit3,2022-12-30 17:22:06.412454,"Founded in 1942, Presco is a company that manufactures safety marking products and engineered films such as barricade tapes, marking flags, marking whiskers, and roll flagging. They are based in Sherman, Texas.",,
AONTTAGL,royal,2022-12-30 19:25:55.020212,Proof Packemployee driver's licenses \ Finance \ budget,http://www.agostini.com,
Centro Médico Virgen De La Caridad,hive,2022-12-31 16:02:06.656928,"Grupo Centro Médico Virgen de la Caridad, a private health company with its own identity that was born in 1981 in the city of Cartagena, where it is headquartered, currently has 2 hospitals (Cartagena and Caravaca), 20 polyclinics, 23 physiotherapy clinics and 16 dental clinics , which are distributed throughout different parts of the Region of Murcia and Orihuela Costa. In addition, the group has 1 aesthetic clinic (Cartagena), plus 1 Ophthalmological clinic (Cartagena).  The health entity that is committed to global, close, accessible and highly qualified care, is made up of more than 600 professionals (including health, administrative and patient care personnel) whose purpose is to offer a wide range of services on a daily basis under the better and more complete health care.  All our centers are equipped with the most advanced technology, an essential support, which together with our highly qualified human capital, has made us, over almost 40 years of activity, a benchmark in private medicine in the Region of Murcia.  We welcome you to Grupo Centro Médico Virgen de la Caridad, where new challenges are not a problem but a challenge for growth and improvement in private healthcare .",https://cmvcaridad.com,
diia.gov.ua,freecivilian,2022-12-31 16:06:35.211802,,,
e-driver.hsc.gov.ua,freecivilian,2022-12-31 16:06:35.963045,,,
wanted.mvs.gov.ua,freecivilian,2022-12-31 16:06:36.683678,,,
minregion.gov.ua,freecivilian,2022-12-31 16:06:37.407675,,,
health.mia,freecivilian,2022-12-31 16:06:38.131253,,,
mtsbu.ua,freecivilian,2022-12-31 16:06:38.678242,,,
motorsich.com,freecivilian,2022-12-31 16:06:39.207321,,,
kyivcity.com,freecivilian,2022-12-31 16:06:39.735934,,,
bdr.mvs.gov.ua,freecivilian,2022-12-31 16:06:40.262528,,,
gkh.in.ua,freecivilian,2022-12-31 16:06:40.795353,,,
kmu.gov.ua,freecivilian,2022-12-31 16:06:41.329333,,,
mon.gov.ua,freecivilian,2022-12-31 16:06:41.864658,,,
minagro.gov.ua,freecivilian,2022-12-31 16:06:42.395497,,,
mfa.gov.ua,freecivilian,2022-12-31 16:06:42.927121,,,
hacla.org,lockbit3,2022-12-31 18:30:54.681410,"More than 15TB of files | The Housing Authority of the City of Los Angeles is a state-chartered public agency. Established in 1938, HACLA provides the largest stock of affordable housing in the city Los Angeles, California and is one of the nation's...",,
QUT,royal,2022-12-31 18:42:02.520184,The Queensland University of Technology was founded in 1989 and is a research and course-based university which has schools and faculties in business,http://www.qut.edu.au,
sickkids.ca,lockbit3,2022-12-31 19:13:49.593702,"We formally apologize for the attack on sikkids.ca and give back the decryptor for free, the partner who attacked this hospital violated our rules, is blocked and is no longer in our affiliate program. http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv...",,
eds-automotive.de,lockbit3,2023-01-01 08:56:31.106810,EDS Automotive GmbH is a dynamically growing family company that offers development services for the automotive industry as well as their suppliers and service contractors.File tree of 70% data leaked: https://www.sendspace.com/file/5ba1l8,,
CDER,play,2023-01-01 20:19:37.848716,"Fere-Champenoise, France",https://www.cder.fr,
S???,play,2023-01-02 02:35:48.764809,"Utica, New-York",,
Dental One,alphv,2023-01-02 22:37:35.321400,"Dental One are a caring team of dentists in Craigieburn, Templestowe and Epping North. Affordable options for all, NO GAP on all general dental!",https://www.dental1.com.au,
Stratacache,play,2023-01-02 23:15:23.103405,"Dayton, Ohio, United States",https://www.stratacache.com,
Furetank,play,2023-01-03 13:40:58.906577,"Donso, Vaestra Goetaland, Sweden",https://www.furetank.se,
SUNY Polytechnic Institute,play,2023-01-03 17:25:40.399394,,,
Sirius Shipping,play,2023-01-03 17:26:50.935224,,,
"Aeronautics company Canada | UTC Aerospace Systems, Bombardier, NASA partners",everest,2023-01-03 19:22:36.383163,,,
Tarntank Ship Management,play,2023-01-03 23:15:59.591180,,,
CAPMC,blackbyte,2023-01-04 17:27:51.543789,"Community Action Partnership of Madera County (CAPMC). Since it was incorporated in 1965, CAPMC has been making a positive difference in our county. CAPMC is committed to improving the social well-being and economic capacity of low to moderate-income individuals and families, as well as providing opportunities to achieve economic independence.",https://maderacap.org/,
UNISALLE.EDU.CO,clop,2023-01-04 23:09:22.380941,Universidad de La Salle,https://www.lasalle.edu.co/,
CGMLLC.NET,clop,2023-01-05 02:35:28.263636,"CGM, LLC",https://www.CGMLLC.NET,
DSBJ DATA LEAK,royal,2023-01-05 05:18:19.155577,"Suzhou Dongshan Precision Manufacturing Co., Ltd. produces and sells critical components for IoT intelligence, telecommunication equipment, metal precision,8 Fenghuangshan Rd, Suzhou, Jiangsu, 215107, China+86 51266281215Suzhou Dongshan Precision Manufacturing Co LtdFrom specialized production to outstanding accomplishments, we are always advancing forwards. From a small factory to an international enterprise, our roots spread wider with each passing day. From insightful vision to leading the future, we continue to build on our legacy.DSBJ is a leading worldwide technology partner providing critical components for IoT intelligence, with a special focus on Telecommunication Equipment and Metal Precision, LED technologies and Interconnect solutions. With a vision focused on technological breakthroughs, we constantly bring new innovative solutions, high-tech products and high-quality services that propel our customers to success.DSBJ takes surefooted steps forward and takes them quickly. In April 2010, 30 years after our inception, we were listed on the Shenzhen Stock Exchange. We?ve continually evolved over three decades, perpetually innovating and strategically transforming ourselves time and time again. From a small manufacturing company to a prestigious global player, our successful journey is testament to our vision, innovative spirit and determined belief in technology. As we embrace future challenges, we will remain steadfast in our pursuit to benefit both stakeholders and the wider society.Technological innovation is in our DNA and is the cornerstone of DSBJ. With cutting-edge production facilities and advanced technology, we constantly deliver state-of-the-art products and quality services. Our global network of research bases and offices keeps us abreast of the latest tech breakthroughs, so we can effectively allocate resources wherever they're needed. With an established presence in mainland China, Taiwan, South Korea, Finland, India, Sweden, Germany, Poland, Estonia, the US and Mexico, we meet customer needs quickly and competently, providing sales locally in addition to customer service and warehousing capabilities.While deeply proud of our past, we never lose focus of the future. We believe that each and every step is a starting point. Through investments, acquisitions and new facilities, we?ve streamlined our business and expanded frontiers. In 2016 we boosted our revenue by acquiring NASDAQ-listed MFLEX, a top 5 player globally in the FPC industry, operating from the US. In July 2018 we acquired another world-renowned company from the US: PCB solution specialists Multek.At DSBJ, we embrace every opportunity while keeping up to speed with the changing landscape. We consistently explore new avenues and seek next-generation breakthroughs. Looking forward, we have the unwavering determination to deliver critical components and innovative solutions that advance IoT development and build a smarter, more connected world. DSBJ, building a better-connected world for tomorrow.",http://www.dsbj.com/,
Kansas City Homes,blackbyte,2023-01-05 17:35:18.987426,"From our earliest days in Kansas City, we have remained brokerage leaders in the real estate industry by developing relationships with our clients and our communities. The Better Homes and Gardens® Real Estate brand was built upon a passion for the home. Sellers benefit from this well-known brand through the exposure generated by millions of home searches online and the inherent trust of the iconic brand.",https://kansascityhomes.com/,
Hayward,blackbyte,2023-01-05 17:37:20.136247,"Come on in... The water is Hayward.At Hayward®, we're more than just equipment. Our objective is to make your pool experience worry and hassle-free. That's why our equipment is engineered to last and work smart at keeping your pool sparkling clean and trouble free.For over 80-years, we've been helping pool owners enjoy the pleasures of pool ownership by manufacturing cutting edge, technologically advanced pool equipment worldwide. We strive to ensure that your Totally Hayward™ System operates at maximum efficiency all season long. Our goal is that at the end of the day, your only concern is to turn your equipment on and off. Whether you are trying to create the perfect backyard environment, reduce operating and maintenance costs through the ease of wireless controls, Hayward is your single source solution. Our products include a complete line of technologically advanced pumps, filters, heaters, heat pumps, automatic pool cleaners, lighting, controls and salt chlorine generators—high-quality components engineered to work together to keep your pool at its best.Hayward aims to take the worry out of pool ownership by developing products that are efficient, require little maintenance and add value to your investment.",https://www.hayward-pool.com/,
Ellison Technologies,blackbyte,2023-01-05 17:39:21.173381,"Ellison Technologies is a provider of advanced machining solutions to North American metal-cutting manufacturers and their global affiliates.As a family of companies we are committed to the survival and growth of the American manufacturing industry.  Independent offices provide us a local market focus and the flexibility to advocate the needs of each of our valued customers.Our priority is to introduce technologies that strengthen our customers’ ability to compete in the markets they serve.  Whether the solution involves a stand alone machine, multi-process equipment, or an integrated manufacturing system with robotic automation, our goal remains the same; to optimize throughput and quality at the lowest per-part manufacturing cost.",https://www.ellisontechnologies.com/,
Consulate Health Care,hive,2023-01-06 07:20:24.976844,"Consulate Health Care is a leading provider of senior healthcare services, specializing in post-acute care. We offer services ranging from comprehensive short-term rehabilitation and transitional care to Alzheimer’s and dementia care. Consulate Health Care began as a small provider in Cheswick, PA with a strong focus on patient needs. We haven’t waivered from that focus, which has strengthened our family and allows us to sustain jobs in many communities, create rigorous systems of care and deploy technology that makes it easier to understand patient needs. Even as we’ve grown to provide services across 5 states, it’s the little things we do while fulfilling our mission statement of ""Providing Service with Our Hearts and Hands"" that really makes the difference. From visiting with our patients while they eat, to pulling up the sheets to just the right height, our employees care for patients like family, not because it’s their job, but because it’s their calling.  ",https://consulatehc.com/,
LetMeRepair,vicesociety,2023-01-06 09:17:30.866352,"We are company focusing on supporting the complete, ""presales"" and ""after sales cycles"" for the IT, office automation, consumer Electronics and telecommunication, robotics and electromobility industries. LetMeRepair has set its goal to be the most efficient service company while achieving the highest possible customer satisfaction.",https://www.letmerepair.com/,
Sub-drill Supply,vicesociety,2023-01-06 09:19:26.021360,Sub-drill was incorporated in 1992 and is a proven and trusted manufacturer and supplier of Subsea Tools and Drilling Equipment to the Global Energy Industry.,https://www.sub-drill.com/,
PROQUINAL Spradling Group,vicesociety,2023-01-06 09:19:26.407711,"A team of over 1,800 people who work every day with the desire to inspire the world with designs that move people, innovations that are lasting, and products that make spaces more attractive. Always with the commitment of caring for the environment and communities we're a part of. We are Spradling: Inspiration that covers the world.",https://www.proquinal.com/,
Bevolution Group,royal,2023-01-06 11:18:48.168101,"Food & Beverage · Illinois, United States﻿Bevolution Group produces shelf-stable and frozen beverage products, and cocktail mixes.",http://bevolutiongroup.com,
LEK / HABO,royal,2023-01-06 17:25:55.768637,"Lek/Habo realiseert al tientallen jaren met succes innovatieve en toonaangevende energie- en installatietechnische projecten in binnen- en buitenland.Onze vestigingen in Ter Aar (voorheen Lek Installatietechniek) en in Bodegraven (voorheen Habo) hebben hun krachten gebundeld om nog beter complexe turnkey projecten te ontwerpen, produceren, installeren en onderhouden.Met Lek/Habo bouwen we samen aan een duurzame toekomst.",https://lekhabo.nl,
City Lit,vicesociety,2023-01-06 21:18:26.293246,"Whether you are looking to kick-start a new career, delve into a favourite topic, keep active or bring some balance to a busy life, City Lit offer a huge range of courses.",https://www.citylit.ac.uk/,
Bay Area Rapid Transit,vicesociety,2023-01-06 21:20:23.160627,"The San Francisco Bay Area Rapid Transit District is a heavy-rail public transit system that connects the San Francisco Peninsula with communities in the East Bay and South Bay. BART operates in five counties with 131 miles of track and 50 stations, carrying approximately 405,000 trips on an average weekday.",https://www.bart.gov/,
Park View,vicesociety,2023-01-06 21:20:23.492290,"Park View is a high performing community school in Tottenham, north London where your child will aspire, achieve and succeed.",https://www.parkview.haringey.sch.uk/,
takamiya.co,lockbit3,2023-01-07 09:14:13.868146,"Takamiya provides total services from development/manufacturing, sales, rental, design/construction, management/distribution of various products including temporary equipment .Takamiya Co., LtdWe create products and services with high added value...",,
Pendulum Associates public website of data leak,alphv,2023-01-07 11:26:42.136829,,,
Grupo Estrategas EMM,alphv,2023-01-07 11:26:42.168432,"Grupo Estrategas S.A. de C.V es una empresa 100 % mexicana comprometida con el mercado asegurador mexicano y socialmente responsable con todos nuestros clientes, proveedores y empleados.",https://estrategas.com.mx,
